"","Mean_Acc1298_Mean_Mem40_Centroid","Mean_Acc1298_Mean_Mem40_Rolloff","Mean_Acc1298_Mean_Mem40_Flux","Mean_Acc1298_Mean_Mem40_MFCC_0","Mean_Acc1298_Mean_Mem40_MFCC_1","Mean_Acc1298_Mean_Mem40_MFCC_2","Mean_Acc1298_Mean_Mem40_MFCC_3","Mean_Acc1298_Mean_Mem40_MFCC_4","Mean_Acc1298_Mean_Mem40_MFCC_5","Mean_Acc1298_Mean_Mem40_MFCC_6","Mean_Acc1298_Mean_Mem40_MFCC_7","Mean_Acc1298_Mean_Mem40_MFCC_8","Mean_Acc1298_Mean_Mem40_MFCC_9","Mean_Acc1298_Mean_Mem40_MFCC_10","Mean_Acc1298_Mean_Mem40_MFCC_11","Mean_Acc1298_Mean_Mem40_MFCC_12","Mean_Acc1298_Std_Mem40_Centroid","Mean_Acc1298_Std_Mem40_Rolloff","Mean_Acc1298_Std_Mem40_Flux","Mean_Acc1298_Std_Mem40_MFCC_0","Mean_Acc1298_Std_Mem40_MFCC_1","Mean_Acc1298_Std_Mem40_MFCC_2","Mean_Acc1298_Std_Mem40_MFCC_3","Mean_Acc1298_Std_Mem40_MFCC_4","Mean_Acc1298_Std_Mem40_MFCC_5","Mean_Acc1298_Std_Mem40_MFCC_6","Mean_Acc1298_Std_Mem40_MFCC_7","Mean_Acc1298_Std_Mem40_MFCC_8","Mean_Acc1298_Std_Mem40_MFCC_9","Mean_Acc1298_Std_Mem40_MFCC_10","Mean_Acc1298_Std_Mem40_MFCC_11","Mean_Acc1298_Std_Mem40_MFCC_12","Std_Acc1298_Mean_Mem40_Centroid","Std_Acc1298_Mean_Mem40_Rolloff","Std_Acc1298_Mean_Mem40_Flux","Std_Acc1298_Mean_Mem40_MFCC_0","Std_Acc1298_Mean_Mem40_MFCC_1","Std_Acc1298_Mean_Mem40_MFCC_2","Std_Acc1298_Mean_Mem40_MFCC_3","Std_Acc1298_Mean_Mem40_MFCC_4","Std_Acc1298_Mean_Mem40_MFCC_5","Std_Acc1298_Mean_Mem40_MFCC_6","Std_Acc1298_Mean_Mem40_MFCC_7","Std_Acc1298_Mean_Mem40_MFCC_8","Std_Acc1298_Mean_Mem40_MFCC_9","Std_Acc1298_Mean_Mem40_MFCC_10","Std_Acc1298_Mean_Mem40_MFCC_11","Std_Acc1298_Mean_Mem40_MFCC_12","Std_Acc1298_Std_Mem40_Centroid","Std_Acc1298_Std_Mem40_Rolloff","Std_Acc1298_Std_Mem40_Flux","Std_Acc1298_Std_Mem40_MFCC_0","Std_Acc1298_Std_Mem40_MFCC_1","Std_Acc1298_Std_Mem40_MFCC_2","Std_Acc1298_Std_Mem40_MFCC_3","Std_Acc1298_Std_Mem40_MFCC_4","Std_Acc1298_Std_Mem40_MFCC_5","Std_Acc1298_Std_Mem40_MFCC_6","Std_Acc1298_Std_Mem40_MFCC_7","Std_Acc1298_Std_Mem40_MFCC_8","Std_Acc1298_Std_Mem40_MFCC_9","Std_Acc1298_Std_Mem40_MFCC_10","Std_Acc1298_Std_Mem40_MFCC_11","Std_Acc1298_Std_Mem40_MFCC_12","BH_LowPeakAmp","BH_LowPeakBPM","BH_HighPeakAmp","BH_HighPeakBPM","BH_HighLowRatio","BHSUM1","BHSUM2","BHSUM3","amazed.suprised","happy.pleased","relaxing.calm","quiet.still","sad.lonely","angry.aggresive",".labelcount",".SCUMBLE"
"sd",0.0298441609583922,0.111305326053914,0.00902336855095131,7.7049748871591,2.04850171772651,1.01956120901366,0.610352184778702,0.452790698357848,0.37852761902599,0.304687232188933,0.292398047512912,0.29263831076874,0.250694535515656,0.22503519605971,0.233151635429583,0.210797637581728,0.0276938364257792,0.105440287994055,0.00832740539822499,1.54452107989559,0.388896722749923,0.269496893270648,0.212983664889296,0.158073578595323,0.109502709820591,0.0985682018890223,0.092395660081217,0.082983274352402,0.0824647355626837,0.071652997270397,0.0758577145715649,0.0806053031619515,0.0106678527303291,0.0318699025172902,0.00150620186031099,1.78046618069931,0.37468539710038,0.244832040105305,0.204614807660316,0.154411049489726,0.133443308957813,0.133736188559397,0.145251522524452,0.159756664666092,0.14413543119231,0.152050565059845,0.152804709707861,0.164120806804693,0.00718553542922258,0.0244111252921229,0.00154574331370155,0.494373038225898,0.130848859512581,0.0854427078086658,0.0795430077755004,0.0622408614386725,0.0418703785738413,0.0384705416972136,0.0376625142506958,0.0445002084831897,0.0448140869634741,0.0457315703567201,0.0526773345762903,0.0596463318010424,0.260518935543018,14.6049715161589,0.315795195219146,29.9639594723735,0.325552263099898,0.312586472811701,0.304232681662656,0.575479782861687,0.454182742086173,0.449367500264395,0.497404401969661,0.433194449099338,0.450597310284268,0.466044161557784,0.665492057350087,0.0138147830444876
"mean",0.0684647027707809,0.189954430730479,0.0857012216624685,-72.9183039370277,5.02324047858942,0.573562496221662,1.72399288161209,0.624883226700252,0.847852994962217,0.504197244332494,0.554557201511335,0.456255632241814,0.500975455919396,0.477543649874055,0.445839236775819,0.441145987405542,0.0446937657430731,0.152982539042821,0.0357550528967254,4.56739205541562,1.29781259445844,0.943426108312343,0.776166153652393,0.649833841309824,0.577646214105793,0.55069456675063,0.534495770780856,0.516322919395466,0.50803120906801,0.490426801007557,0.483213843828715,0.472178463476071,0.0237783098236776,0.062600241813602,0.00821393702770781,3.64259807808564,0.848409465994962,0.614283753148615,0.494140974811083,0.386328400503778,0.333353942065491,0.308463957178841,0.305086591939547,0.302503803526448,0.293204622166247,0.281008513853904,0.27662901511335,0.273692455919395,0.0289437884130982,0.0667310075566751,0.0295045138539043,4.13193264231738,0.40659517884131,0.240152707808564,0.199093327455919,0.153277392947103,0.12418222418136,0.115265395465995,0.114162251889169,0.113094579345088,0.111715871536524,0.108507639798489,0.110469536523929,0.108658090680101,0.209774526448363,74.4685138539043,0.218683700251889,155.448362720403,2.1007556675063,0.391198078085642,0.314512874055416,0.914358619647355,0.289672544080605,0.279596977329975,0.443324937027708,0.249370277078086,0.282115869017632,0.317380352644836,1.86146095717884,0.0110011048567559
"median",0.064434,0.167459,0.083637,-72.424554,4.70417,0.525191,1.75487,0.604222,0.848772,0.523816,0.524682,0.450616,0.505428,0.492986,0.43825,0.441405,0.037587,0.124621,0.033961,4.422413,1.279799,0.93827,0.724205,0.628535,0.556606,0.534132,0.522318,0.508526,0.494902,0.480339,0.474873,0.463535,0.020993,0.053589,0.007969,3.273868,0.76359,0.580915,0.463581,0.361894,0.314609,0.285856,0.281195,0.275201,0.270912,0.245844,0.245819,0.23402,0.027263,0.062182,0.029735,4.066038,0.395223,0.236571,0.186048,0.145004,0.120267,0.109465,0.109109,0.105602,0.104325,0.100983,0.097475,0.088687,0.099935,71,0.07547,150,2,0.300453,0.232716,0.788581,0,0,0,0,0,0,2,0.00104219181383169
"sum",27.180487,75.411909,34.023385,-28948.566663,1994.22647,227.704311,684.425174,248.078641,336.597639,200.166306,220.159209,181.133486,198.887256,189.584829,176.998177,175.134957,17.743425,60.734068,14.194756,1813.254646,515.2316,374.540165,308.137963,257.984035,229.325547,218.625743,212.194821,204.980199,201.68839,194.69944,191.835896,187.45485,9.439989,24.852296,3.260933,1446.111437,336.818558,243.87065,196.173967,153.372375,132.341515,122.460191,121.119377,120.09401,116.402235,111.56038,109.821719,108.655905,11.490684,26.49221,11.713292,1640.377259,161.418286,95.340625,79.040051,60.851125,49.300343,45.760362,45.322414,44.898548,44.351201,43.077533,43.856406,43.137262,83.280487,29564,86.817429,61713,834,155.305637,124.861611,363.000372,115,111,176,99,112,126,739,4.36743862813208
"max",0.172679,0.698277,0.15078,-56.806065,12.069754,3.910873,4.38237,2.046689,2.358098,1.484489,1.72242,1.564683,1.064865,1.290063,1.876704,1.246864,0.159724,0.469152,0.110101,11.216391,2.482447,1.902159,1.390237,1.321038,1.016693,0.825064,0.870778,1.000042,0.842697,0.852488,0.772496,1.001184,0.116201,0.234718,0.02273,13.447154,2.925425,1.611624,1.472541,1.025277,0.91648,1.155625,1.334833,1.729741,1.169477,1.28184,1.181478,1.809666,0.05967,0.186134,0.032048,5.790787,0.958856,0.546511,0.543927,0.415798,0.271085,0.241432,0.245309,0.411033,0.285233,0.308444,0.337381,0.399116,1.556545,115,1.693339,237,3,1.795128,1.737106,3.422899,1,1,1,1,1,1,3,0.04
"min",0.010201,0.038286,0.071607,-99.090802,1.176349,-2.277307,-0.154632,-1.143864,-0.237114,-0.444623,-0.338139,-0.451919,-0.274967,-0.258025,-0.394065,-0.129515,0.006918,0.021685,0.025297,1.665689,0.614375,0.426085,0.436355,0.343973,0.376085,0.329479,0.322254,0.327975,0.296855,0.297832,0.281625,0.273264,0.010574,0.018333,0.005696,1.103874,0.181559,0.107836,0.079273,0.055489,0.040192,0.048815,0.068473,0.055301,0.057608,0.048231,0.041973,0.033739,0.009829,0.015678,0.00909,1.90852,0.105014,0.048375,0.05266,0.03448,0.048313,0.02421,0.036153,0.035569,0.035843,0.038657,0.032472,0.031945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10%",0.0336766,0.0689318,0.0765066,-82.3078602,2.6643404,-0.7062642,0.9753864,0.1105088,0.393754,0.117631,0.204091,0.1020998,0.1674252,0.1973408,0.1790264,0.1676642,0.0159262,0.043219,0.028573,2.647,0.8091592,0.6185482,0.5314458,0.4719164,0.4561546,0.441806,0.4285882,0.4225656,0.4155608,0.4085076,0.4007856,0.3902786,0.0145372,0.0355398,0.0068772,1.796139,0.4741404,0.3503228,0.2855078,0.2179778,0.1803242,0.1732042,0.1623598,0.154112,0.1399026,0.1384618,0.1300582,0.1263024,0.0229432,0.0439698,0.028475,3.6013606,0.2493178,0.1379652,0.1090318,0.079617,0.0752922,0.0694458,0.0713936,0.065608,0.0649166,0.0606384,0.0615422,0.0575362,0.0271684,57,0,122,2,0.1039994,0.026937,0.3321206,0,0,0,0,0,0,1,0
"25%",0.04473,0.10593,0.079322,-77.141816,3.422265,-0.119941,1.3327,0.3704,0.601529,0.299828,0.385751,0.266641,0.337997,0.339871,0.308341,0.30411,0.022932,0.064288,0.030007,3.47798,1.003963,0.729514,0.595678,0.529472,0.493937,0.474931,0.470332,0.455219,0.45145,0.439741,0.429721,0.418312,0.016832,0.041909,0.007374,2.384888,0.596016,0.432021,0.361707,0.284354,0.241628,0.221336,0.210019,0.203362,0.194846,0.186601,0.182069,0.17632,0.024823,0.051831,0.029027,3.757581,0.308515,0.176103,0.138988,0.105541,0.094014,0.087538,0.086288,0.083984,0.081931,0.07832,0.076295,0.072296,0.04845,64,0.007556,134,2,0.183156,0.098341,0.516097,0,0,0,0,0,0,1,0
"50%",0.064434,0.167459,0.083637,-72.424554,4.70417,0.525191,1.75487,0.604222,0.848772,0.523816,0.524682,0.450616,0.505428,0.492986,0.43825,0.441405,0.037587,0.124621,0.033961,4.422413,1.279799,0.93827,0.724205,0.628535,0.556606,0.534132,0.522318,0.508526,0.494902,0.480339,0.474873,0.463535,0.020993,0.053589,0.007969,3.273868,0.76359,0.580915,0.463581,0.361894,0.314609,0.285856,0.281195,0.275201,0.270912,0.245844,0.245819,0.23402,0.027263,0.062182,0.029735,4.066038,0.395223,0.236571,0.186048,0.145004,0.120267,0.109465,0.109109,0.105602,0.104325,0.100983,0.097475,0.088687,0.099935,71,0.07547,150,2,0.300453,0.232716,0.788581,0,0,0,0,0,0,2,0.00104219181383169
"75%",0.08629,0.253171,0.091354,-68.058668,6.479591,1.255606,2.081659,0.902881,1.079839,0.698114,0.734428,0.644092,0.670309,0.601632,0.58994,0.584094,0.060109,0.228996,0.039514,5.602988,1.562391,1.113193,0.938077,0.743446,0.641336,0.615863,0.594073,0.568086,0.551873,0.532826,0.523693,0.509775,0.027276,0.07018,0.008747,4.485654,1.030441,0.736901,0.589838,0.467297,0.412457,0.36385,0.369743,0.360895,0.360231,0.338983,0.33294,0.333028,0.030882,0.076123,0.030268,4.407434,0.488267,0.292563,0.249442,0.187676,0.147365,0.139313,0.134856,0.135423,0.128912,0.125564,0.125772,0.121835,0.258682,84,0.307809,180,2,0.506983,0.440082,1.19975,1,1,1,0,1,1,2,0.0259843785557546
