@relation emotions-Split-Ts-2-weka.filters.unsupervised.attribute.NumericToNominal-R73-78

@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BH_HighLowRatio numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric
@attribute amazed.suprised {0,1}
@attribute happy.pleased {0,1}
@attribute relaxing.calm {0,1}
@attribute quiet.still {0,1}
@attribute sad.lonely {0,1}
@attribute angry.aggresive {0,1}

@data
0.110545,0.273567,0.08441,-65.235325,2.794964,0.639047,1.281297,0.757896,0.489412,0.627636,0.469322,0.644336,0.441556,0.335964,0.290713,0.158538,0.082743,0.215373,0.03597,4.834742,1.213443,0.864034,0.909222,0.780572,0.550833,0.63974,0.573309,0.526312,0.562622,0.538407,0.492292,0.455562,0.029112,0.070433,0.008525,2.759906,0.592634,0.761852,0.56874,0.589827,0.281181,0.437752,0.479889,0.22732,0.296224,0.273855,0.191804,0.198025,0.038119,0.065427,0.029622,3.371796,0.430373,0.172862,0.177523,0.184333,0.095718,0.139323,0.109279,0.09065,0.117886,0.100852,0.079917,0.085821,0.161574,61,0,183,3,0.188693,0.045941,0.457372,0,1,0,0,0,1
0.064067,0.147375,0.078124,-68.698041,4.052059,1.14922,2.063466,0.531396,0.877409,0.66098,0.089885,0.51714,0.166582,0.775128,0.812568,0.364786,0.036757,0.120716,0.029871,3.813653,0.924273,0.969948,0.607092,0.562143,0.487347,0.453649,0.476279,0.440538,0.427923,0.436823,0.474516,0.455837,0.019871,0.052885,0.008053,2.713319,0.424945,0.619237,0.336648,0.271894,0.182622,0.2211,0.201635,0.177046,0.182256,0.216797,0.258205,0.18109,0.024036,0.051788,0.030206,3.777514,0.291206,0.182281,0.159225,0.10201,0.08913,0.085498,0.066714,0.078375,0.067474,0.078946,0.09447,0.113727,0.167898,60,0.358269,120,2,0.755628,0.427281,1.182908,1,1,0,0,0,0
0.081354,0.302058,0.09724,-76.209068,2.419066,1.353814,1.681155,1.077603,1.078218,0.875479,0.858871,0.77323,0.843999,0.734046,0.620638,0.670318,0.087255,0.327868,0.04596,6.512197,1.529419,1.16659,0.81849,0.716019,0.682405,0.539359,0.464374,0.512859,0.502584,0.477341,0.467416,0.453966,0.018392,0.053047,0.009042,2.486091,0.392817,0.437824,0.416101,0.194697,0.217095,0.107007,0.121507,0.136194,0.155098,0.146949,0.173602,0.145579,0.019922,0.03042,0.02836,3.928069,0.223277,0.164591,0.181582,0.118775,0.114469,0.061956,0.079447,0.068104,0.08977,0.060114,0.076139,0.103849,0.78087,66,1.156114,132,2,1.131073,1.204185,2.335258,1,1,0,0,0,0
0.039819,0.056986,0.073635,-83.146547,11.224703,1.280494,1.008498,0.940606,0.401406,0.008756,0.388885,0.428252,0.200104,0.247948,0.508959,0.575344,0.010135,0.019275,0.028009,3.299295,0.862004,0.643745,0.491714,0.487018,0.395002,0.451746,0.415611,0.419919,0.380613,0.42653,0.393594,0.368378,0.014836,0.038131,0.008281,5.209001,1.18906,1.036365,0.420646,0.47551,0.277937,0.409208,0.393988,0.470132,0.247319,0.33531,0.309596,0.288299,0.028101,0.061662,0.030883,4.743869,0.704132,0.253414,0.181521,0.135988,0.128187,0.14627,0.137304,0.15968,0.147272,0.185677,0.114503,0.084013,0.025843,100,0,200,2,0.084776,0.137788,0.248702,0,0,1,1,1,0
0.07661,0.173846,0.085544,-73.431108,4.166807,0.256907,2.069593,0.592233,0.346489,0.572659,1.277228,0.843066,0.006599,0.165121,0.490021,0.452169,0.049047,0.133586,0.035605,4.838325,1.197948,1.178439,0.98664,0.711055,0.634663,0.543885,0.601067,0.617135,0.523592,0.45339,0.450317,0.462819,0.022252,0.044207,0.008193,3.353675,0.74539,0.92196,0.868064,0.362126,0.35653,0.241441,0.290889,0.281937,0.257923,0.250197,0.333141,0.198408,0.028081,0.06554,0.029743,4.33184,0.327743,0.375127,0.245478,0.144704,0.13817,0.113705,0.13897,0.122011,0.102979,0.075501,0.081472,0.065556,0.324556,70,0.533895,140,2,0.572201,0.577333,1.342122,0,0,1,0,0,0
0.05804,0.176479,0.08054,-60.734624,3.859824,-0.214225,2.185029,0.396813,0.799851,0.524074,0.674635,0.338175,0.441247,0.51398,0.273593,0.356589,0.037546,0.146401,0.032797,2.310175,1.057221,0.765613,0.627141,0.539703,0.472872,0.441179,0.440828,0.399385,0.417664,0.393819,0.349375,0.35923,0.02235,0.055466,0.008301,1.949031,0.563897,0.319845,0.537201,0.249894,0.190281,0.173325,0.259128,0.1263,0.186445,0.176945,0.138312,0.113457,0.029084,0.081522,0.030164,3.737753,0.363209,0.15261,0.174143,0.125041,0.074468,0.092428,0.098385,0.052777,0.091201,0.068528,0.045189,0.054135,0.171742,67,0.211584,134,2,0.798944,0.314226,1.113169,0,1,0,0,0,0
0.089174,0.201884,0.080349,-69.377978,3.530109,-0.088116,2.358581,0.259732,0.986011,0.739841,0.552698,0.367461,0.238452,0.348709,0.542195,0.576342,0.043218,0.104523,0.030973,6.368852,1.057144,1.287773,0.527054,0.58171,0.479653,0.4828,0.437383,0.431424,0.447148,0.446894,0.444153,0.502809,0.021231,0.047008,0.007485,4.594243,0.73886,0.860877,0.293687,0.295432,0.255969,0.239309,0.239693,0.185593,0.175838,0.322092,0.171341,0.296154,0.022297,0.05571,0.030312,3.507677,0.268011,0.370831,0.125591,0.122705,0.086995,0.121477,0.066993,0.077777,0.073425,0.07413,0.100791,0.141356,0.016167,64,0.193998,128,2,0.105963,0.310587,0.519843,0,1,0,0,0,0
0.049007,0.281936,0.083871,-70.34728,2.039672,2.581988,2.300394,0.915189,0.677891,0.650469,0.405205,0.674459,0.75374,0.62181,0.482005,0.419929,0.039932,0.329674,0.032091,4.93403,1.540143,1.086377,0.9861,0.638159,0.63043,0.575717,0.55796,0.637081,0.538458,0.524832,0.461307,0.44489,0.022343,0.149633,0.008749,3.413602,0.66065,0.652383,0.687878,0.285321,0.246676,0.290367,0.216475,0.286391,0.242166,0.215758,0.167604,0.137985,0.027898,0.094191,0.029881,3.647868,0.493371,0.345906,0.318506,0.166943,0.154008,0.118487,0.121749,0.093806,0.096624,0.098079,0.061595,0.055962,0.226138,90,0.401992,180,2,0.714863,0.055066,1.402736,0,0,1,0,0,1
0.059105,0.364229,0.15946,-79.734634,6.560354,0.690158,0.760122,0.848304,0.731515,0.427603,0.519098,0.376991,0.456455,0.431473,0.438684,0.474532,0.070494,0.386503,0.11619,15.262381,3.664476,2.04521,1.081396,0.703948,0.601091,0.594638,0.425845,0.382856,0.357922,0.325899,0.350981,0.343967,0.025864,0.115081,0.021227,7.268233,1.113475,0.826435,0.556715,0.186507,0.211328,0.165819,0.153384,0.184116,0.152529,0.129237,0.099599,0.09063,0.036436,0.051989,0.021999,4.577565,0.501606,0.397522,0.300469,0.123,0.12037,0.10057,0.074592,0.059238,0.048627,0.058594,0.045763,0.057764,0.65215,67,1.602833,134,2,1.262872,1.622467,2.885339,1,1,0,0,0,1
0.064307,0.160953,0.089191,-74.909096,6.311891,0.336874,1.185565,0.765824,0.632464,0.357195,0.369065,0.448873,0.347034,0.527732,0.257826,0.529335,0.062133,0.206295,0.037328,6.167515,1.66304,1.263106,1.071688,1.020393,0.896055,0.743335,0.625,0.608769,0.55195,0.546677,0.490779,0.457051,0.024466,0.069486,0.009558,3.572664,0.683182,0.780995,0.520894,0.523674,0.473965,0.298254,0.284341,0.265422,0.1886,0.251175,0.245911,0.210369,0.043819,0.091658,0.030023,4.158394,0.430224,0.292073,0.24984,0.183673,0.208391,0.109178,0.104236,0.101983,0.090868,0.102515,0.091398,0.068021,0.024791,62,0.265578,124,2,0.054307,0.47151,0.538637,0,0,1,0,0,0
