"","Mean_Acc1298_Mean_Mem40_Centroid","Mean_Acc1298_Mean_Mem40_Rolloff","Mean_Acc1298_Mean_Mem40_Flux","Mean_Acc1298_Mean_Mem40_MFCC_0","Mean_Acc1298_Mean_Mem40_MFCC_1","Mean_Acc1298_Mean_Mem40_MFCC_2","Mean_Acc1298_Mean_Mem40_MFCC_3","Mean_Acc1298_Mean_Mem40_MFCC_4","Mean_Acc1298_Mean_Mem40_MFCC_5","Mean_Acc1298_Mean_Mem40_MFCC_6","Mean_Acc1298_Mean_Mem40_MFCC_7","Mean_Acc1298_Mean_Mem40_MFCC_8","Mean_Acc1298_Mean_Mem40_MFCC_9","Mean_Acc1298_Mean_Mem40_MFCC_10","Mean_Acc1298_Mean_Mem40_MFCC_11","Mean_Acc1298_Mean_Mem40_MFCC_12","Mean_Acc1298_Std_Mem40_Centroid","Mean_Acc1298_Std_Mem40_Rolloff","Mean_Acc1298_Std_Mem40_Flux","Mean_Acc1298_Std_Mem40_MFCC_0","Mean_Acc1298_Std_Mem40_MFCC_1","Mean_Acc1298_Std_Mem40_MFCC_2","Mean_Acc1298_Std_Mem40_MFCC_3","Mean_Acc1298_Std_Mem40_MFCC_4","Mean_Acc1298_Std_Mem40_MFCC_5","Mean_Acc1298_Std_Mem40_MFCC_6","Mean_Acc1298_Std_Mem40_MFCC_7","Mean_Acc1298_Std_Mem40_MFCC_8","Mean_Acc1298_Std_Mem40_MFCC_9","Mean_Acc1298_Std_Mem40_MFCC_10","Mean_Acc1298_Std_Mem40_MFCC_11","Mean_Acc1298_Std_Mem40_MFCC_12","Std_Acc1298_Mean_Mem40_Centroid","Std_Acc1298_Mean_Mem40_Rolloff","Std_Acc1298_Mean_Mem40_Flux","Std_Acc1298_Mean_Mem40_MFCC_0","Std_Acc1298_Mean_Mem40_MFCC_1","Std_Acc1298_Mean_Mem40_MFCC_2","Std_Acc1298_Mean_Mem40_MFCC_3","Std_Acc1298_Mean_Mem40_MFCC_4","Std_Acc1298_Mean_Mem40_MFCC_5","Std_Acc1298_Mean_Mem40_MFCC_6","Std_Acc1298_Mean_Mem40_MFCC_7","Std_Acc1298_Mean_Mem40_MFCC_8","Std_Acc1298_Mean_Mem40_MFCC_9","Std_Acc1298_Mean_Mem40_MFCC_10","Std_Acc1298_Mean_Mem40_MFCC_11","Std_Acc1298_Mean_Mem40_MFCC_12","Std_Acc1298_Std_Mem40_Centroid","Std_Acc1298_Std_Mem40_Rolloff","Std_Acc1298_Std_Mem40_Flux","Std_Acc1298_Std_Mem40_MFCC_0","Std_Acc1298_Std_Mem40_MFCC_1","Std_Acc1298_Std_Mem40_MFCC_2","Std_Acc1298_Std_Mem40_MFCC_3","Std_Acc1298_Std_Mem40_MFCC_4","Std_Acc1298_Std_Mem40_MFCC_5","Std_Acc1298_Std_Mem40_MFCC_6","Std_Acc1298_Std_Mem40_MFCC_7","Std_Acc1298_Std_Mem40_MFCC_8","Std_Acc1298_Std_Mem40_MFCC_9","Std_Acc1298_Std_Mem40_MFCC_10","Std_Acc1298_Std_Mem40_MFCC_11","Std_Acc1298_Std_Mem40_MFCC_12","BH_LowPeakAmp","BH_LowPeakBPM","BH_HighPeakAmp","BH_HighPeakBPM","BH_HighLowRatio","BHSUM1","BHSUM2","BHSUM3","amazed.suprised","happy.pleased","relaxing.calm","quiet.still","sad.lonely","angry.aggresive",".labelcount",".SCUMBLE"
"sd",0.0309882757383931,0.116411229666269,0.00868655386282787,7.93325849943934,2.1009033958201,1.04566417536759,0.59151115156104,0.461913846583195,0.399657188562095,0.326350028193513,0.311705829484072,0.298161108230015,0.279490579343686,0.221157339804129,0.221808467114038,0.197477424996847,0.0295702470318565,0.109345888810622,0.00754515857924899,1.58305589171146,0.401637626696713,0.279681207487821,0.21519050748247,0.162489793740878,0.107211790344186,0.0969819493687156,0.0896601046592165,0.0786579813746991,0.084175127167961,0.0731137940981378,0.0779236225622415,0.0807710693752426,0.0110191903964687,0.0295954150144241,0.00137993206393929,1.86822595275255,0.387289265419401,0.24904949767212,0.204393741128747,0.160039930595673,0.129137391378132,0.125836635297938,0.13840700721683,0.149550259516647,0.147814612807648,0.149643005744159,0.146672249889594,0.178275510289384,0.00681869204026377,0.0222345286826739,0.000931993300191912,0.501940001189936,0.129618000587236,0.0842109793072904,0.0841397213671848,0.0674549459697108,0.0429723679934884,0.0375738368327193,0.0387621244945586,0.0436351122182098,0.0469053670711917,0.046879980508961,0.0518680122195534,0.0621583682335753,0.280521986994859,13.5198228794233,0.337777245481417,27.5935784811769,0.321941818899059,0.316824449471866,0.322162906182472,0.578172815427637,0.45461137368938,0.449742954084645,0.498417676507207,0.436297295372363,0.452212352333072,0.467586027652648,0.661736318284171,0.0140290214084946
"mean",0.0690911776649746,0.189828294416244,0.086078883248731,-73.5972792538071,5.10551893401015,0.640854345177665,1.76565023350254,0.631415913705584,0.867118573604061,0.500477634517767,0.560441401015228,0.441819756345178,0.488703431472081,0.462192649746193,0.430202101522843,0.424526050761421,0.0455253908629442,0.153052923857868,0.0359087664974619,4.63151929949239,1.30660929949239,0.952606695431472,0.778690431472081,0.655818822335025,0.580140020304569,0.551549258883249,0.533418568527919,0.516946852791878,0.510298406091371,0.492933197969543,0.486704720812183,0.474776898477157,0.0239859644670051,0.0597345888324873,0.00812765989847716,3.73074774619289,0.850242847715736,0.614535827411168,0.484504045685279,0.391582060913706,0.330207370558376,0.305982162436548,0.300608532994924,0.300574862944162,0.297478121827411,0.285239807106599,0.276707055837563,0.279375756345178,0.029123152284264,0.0649230964467005,0.0295412639593909,4.11154026395939,0.397929218274112,0.23746307106599,0.197176289340102,0.155095659898477,0.124448365482234,0.113749467005076,0.11345807106599,0.113635101522843,0.113409883248731,0.108434421319797,0.110003604060914,0.109153756345178,0.231633868020305,73.010152284264,0.240623954314721,153.05076142132,2.11675126903553,0.421650670050761,0.334424913705584,0.937362370558376,0.289340101522843,0.279187817258883,0.446700507614213,0.253807106598985,0.284263959390863,0.319796954314721,1.87309644670051,0.0112611633521423
"median",0.064434,0.162713,0.084176,-73.488363,4.945854,0.58564,1.775038,0.604222,0.851439,0.520903,0.50877,0.443766,0.492159,0.488569,0.433499,0.431497,0.035751,0.117457,0.034225,4.492576,1.292309,0.965288,0.729996,0.63501,0.554237,0.534132,0.51841,0.510432,0.497637,0.482713,0.474479,0.46653,0.020793,0.05231,0.007818,3.307818,0.753563,0.571191,0.45673,0.362743,0.314609,0.293793,0.281195,0.266894,0.267853,0.254962,0.244572,0.242098,0.027491,0.060588,0.029691,4.022645,0.376927,0.234995,0.1865,0.145229,0.120745,0.110138,0.10653,0.105886,0.106779,0.102088,0.098082,0.090004,0.113958,68,0.073609,148,2,0.340095,0.246193,0.820898,0,0,0,0,0,0,2,0.00125078222809105
"sum",13.610962,37.396174,16.95754,-14498.664013,1005.78723,126.248306,347.833096,124.388935,170.822359,98.594094,110.406956,87.038492,96.274576,91.051952,84.749814,83.631632,8.968502,30.151426,7.074027,912.409302,257.402032,187.663519,153.402015,129.196308,114.287584,108.655204,105.083458,101.83853,100.528786,97.10784,95.88083,93.531049,4.725235,11.767714,1.601149,734.957306,167.497841,121.063558,95.447297,77.141666,65.050852,60.278486,59.219881,59.213248,58.60319,56.192242,54.51129,55.037024,5.737261,12.78985,5.819629,809.973432,78.392056,46.780225,38.843729,30.553845,24.516328,22.408645,22.35124,22.386115,22.341747,21.361581,21.67071,21.50329,45.631872,14383,47.402919,30151,417,83.065182,65.881708,184.660387,57,55,88,50,56,63,369,2.21844918037204
"max",0.172427,0.698277,0.127395,-56.806065,11.853471,3.910873,3.468003,1.768205,2.358098,1.484489,1.72242,1.564683,1.064865,1.006386,1.012803,1.093162,0.159724,0.464514,0.073213,11.216391,2.482447,1.697964,1.346323,1.321038,0.930145,0.79854,0.827517,0.824364,0.842697,0.852488,0.772496,0.835385,0.07953,0.190464,0.019001,13.447154,2.925425,1.493879,1.271292,1.003937,0.853079,0.734239,0.852217,1.047484,0.850115,0.99548,1.16005,1.809666,0.05967,0.158788,0.031105,5.620447,0.956006,0.477444,0.543927,0.415798,0.271085,0.22262,0.245309,0.329188,0.285233,0.308444,0.337381,0.399116,1.510425,115,1.686793,230,3,1.795128,1.703461,3.173568,1,1,1,1,1,1,3,0.0386594810564058
"min",0.015045,0.038286,0.071607,-95.358974,1.176349,-2.277307,-0.154632,-1.143864,-0.237114,-0.444623,-0.338139,-0.451919,-0.274967,-0.186371,-0.394065,-0.0792,0.010748,0.025847,0.026316,1.682058,0.621623,0.426085,0.436355,0.375337,0.385542,0.347897,0.33871,0.347854,0.367179,0.362915,0.328389,0.315902,0.01095,0.020695,0.005696,1.227223,0.259285,0.107836,0.114057,0.057821,0.054569,0.05288,0.071556,0.055301,0.059252,0.04952,0.042072,0.033739,0.010917,0.015678,0.02441,3.271986,0.123552,0.053278,0.05266,0.03448,0.048313,0.02421,0.036153,0.040784,0.035843,0.038657,0.034682,0.031945,0.005956,52,0,104,2,0.017544,0,0.098427,0,0,0,0,0,0,1,0
"10%",0.032392,0.0652162,0.0763984,-84.328834,2.5672614,-0.6847638,1.0001166,0.0951314,0.3994072,0.0672012,0.1992198,0.0686002,0.1221684,0.181185,0.1679222,0.158569,0.0155088,0.0428578,0.0283436,2.6330936,0.8025952,0.6095594,0.5322338,0.4811492,0.4625834,0.4433134,0.4289914,0.419,0.413255,0.4090116,0.401533,0.388523,0.0145372,0.0350166,0.0068526,1.8455894,0.4549672,0.3482892,0.2584772,0.2238794,0.1788744,0.168059,0.1593662,0.1529232,0.1375944,0.131151,0.1376874,0.1236984,0.023456,0.0426146,0.0284942,3.5716572,0.240477,0.135574,0.101882,0.0783158,0.0745424,0.069536,0.0714376,0.063695,0.0615162,0.0566524,0.059866,0.0539478,0.028325,57,0,122,2,0.1199444,0.0279292,0.3259966,0,0,0,0,0,0,1,0
"25%",0.04473,0.096746,0.079457,-77.425609,3.465502,-0.081195,1.369578,0.347541,0.599472,0.245128,0.386127,0.245124,0.309348,0.334972,0.296698,0.293275,0.022257,0.061399,0.030025,3.489182,1.004433,0.701078,0.593446,0.525227,0.49635,0.472698,0.470582,0.455219,0.452901,0.437645,0.429721,0.420936,0.01676,0.041175,0.007362,2.409988,0.581615,0.427705,0.355748,0.28731,0.235357,0.218816,0.202097,0.204807,0.196635,0.195137,0.183747,0.177069,0.024988,0.051653,0.028953,3.705247,0.296588,0.17274,0.133192,0.103938,0.09276,0.086894,0.084977,0.084346,0.084632,0.080535,0.07559,0.072875,0.051543,64,0.010779,132,2,0.203554,0.102511,0.52554,0,0,0,0,0,0,1,0
"50%",0.064434,0.162713,0.084176,-73.488363,4.945854,0.58564,1.775038,0.604222,0.851439,0.520903,0.50877,0.443766,0.492159,0.488569,0.433499,0.431497,0.035751,0.117457,0.034225,4.492576,1.292309,0.965288,0.729996,0.63501,0.554237,0.534132,0.51841,0.510432,0.497637,0.482713,0.474479,0.46653,0.020793,0.05231,0.007818,3.307818,0.753563,0.571191,0.45673,0.362743,0.314609,0.293793,0.281195,0.266894,0.267853,0.254962,0.244572,0.242098,0.027491,0.060588,0.029691,4.022645,0.376927,0.234995,0.1865,0.145229,0.120745,0.110138,0.10653,0.105886,0.106779,0.102088,0.098082,0.090004,0.113958,68,0.073609,148,2,0.340095,0.246193,0.820898,0,0,0,0,0,0,2,0.00125078222809105
"75%",0.08629,0.257272,0.091929,-68.403967,6.644373,1.348273,2.119735,0.938378,1.10274,0.70843,0.761158,0.642657,0.670309,0.595944,0.560895,0.555383,0.065276,0.239467,0.039995,5.648552,1.604587,1.148493,0.938902,0.729387,0.646448,0.616432,0.592071,0.571605,0.552668,0.539036,0.527386,0.511477,0.026791,0.067245,0.008642,4.556035,1.065927,0.765463,0.57302,0.479583,0.405848,0.36385,0.365866,0.375442,0.366468,0.3397,0.343795,0.34146,0.031237,0.07431,0.030275,4.373893,0.485085,0.293861,0.246256,0.194575,0.148773,0.134285,0.135158,0.133459,0.13254,0.122391,0.125772,0.121432,0.312616,81,0.333092,174,2,0.555066,0.472593,1.242089,1,1,1,1,1,1,2,0.0269914891789602
